1|0|0|1|2|Kris|0|0|1|1|1|0|6|11|50|0|0|20|0|40|40|0|0|0|1|1|1|1|1|1|1|-|-|
2|0|1|1|3|Short Sword|0|0|1|1|1|0|3|7|20|0|0|22|0|60|0|0|0|0|1|1|1|1|1|1|1|-|-|
3|0|2|1|3|Rapier|0|0|1|1|1|0|9|15|40|0|0|23|0|50|40|0|0|0|0|1|1|1|1|1|0|Ceto|-|
4|0|3|1|3|Katana|0|20|1|1|1|0|16|26|35|0|0|27|0|80|40|0|0|0|0|1|0|1|1|0|0|-|-|
5|0|4|1|3|Sword of Assassin|0|21|1|1|1|0|12|18|30|0|0|24|0|60|40|0|0|0|0|1|0|1|1|0|0|-|-|
6|0|5|1|3|Blade|0|22|1|1|1|0|36|47|30|0|0|39|0|80|50|0|0|0|1|1|1|1|1|0|0|-|-|
7|0|6|1|3|Gladius|0|20|1|1|1|0|20|30|20|0|0|30|0|110|0|0|0|0|0|1|1|1|1|0|0|-|-|
8|0|7|1|3|Falchion|0|21|1|1|1|0|24|34|25|0|0|34|0|120|0|0|0|0|0|1|0|1|1|0|0|-|-|
9|0|8|1|3|Serpent Sword|0|21|1|1|1|0|30|40|20|0|0|36|0|130|0|0|0|0|0|1|0|1|1|0|0|-|-|
10|0|9|2|3|Sword of Salamander|0|20|1|1|1|0|32|46|30|0|0|40|0|103|0|0|0|0|0|1|0|1|0|0|0|-|-|
11|0|10|2|4|Light Saber|0|22|1|1|1|0|47|61|25|0|0|50|0|80|60|0|0|0|0|1|1|1|0|0|0|-|-|
12|0|11|2|3|Legendary Sword|0|20|1|1|1|0|56|72|20|0|0|54|0|120|0|0|0|0|0|1|0|1|0|0|0|-|-|
13|0|12|2|3|Heliacal Sword|0|19|1|1|1|0|73|98|25|0|0|66|0|140|0|0|0|0|0|1|0|1|0|0|0|-|-|
14|0|13|1|3|Double Blade|0|22|1|1|1|0|48|56|30|0|0|43|0|70|70|0|0|0|0|1|1|1|0|0|0|-|-|
15|0|14|1|3|Lighting Sword|0|22|1|1|1|0|59|67|30|0|0|50|0|90|50|0|0|0|0|1|1|1|0|0|0|Hyon|-|
16|0|15|2|3|Giant Sword|0|23|1|1|1|0|60|85|20|0|0|60|0|140|0|0|0|0|0|1|0|1|0|0|0|-|-|
17|0|16|1|4|Sword of Destruction|0|22|1|1|1|0|82|90|35|0|0|84|0|160|60|0|0|0|0|1|0|1|0|0|0|-|-|
18|0|17|2|4|Dark Breaker|0|23|1|1|1|0|128|153|40|0|0|89|0|180|50|0|0|0|0|2|0|0|0|0|0|-|-|
19|0|18|2|3|Thunder Blade|0|23|1|1|1|0|140|168|40|0|0|86|0|180|50|0|0|0|0|0|0|1|0|0|0|-|-|
20|0|19|1|4|Divine Sword of Archangel|0|22|1|1|1|0|220|230|45|0|0|168|0|140|50|0|0|0|0|1|0|1|1|0|0|-|-|
21|0|20|1|4|Knight Blade|0|22|1|1|1|0|107|115|35|0|0|90|0|116|38|0|0|0|0|2|0|0|0|0|0|-|-|
22|0|21|2|4|Dark Reign Blade|0|56|1|1|1|0|115|142|40|0|0|100|0|116|53|9|0|0|0|0|0|1|0|0|0|-|-|
23|0|22|1|4|Bone Blade|0|22|1|1|1|0|122|135|40|0|0|95|380|100|35|0|0|0|0|2|0|0|0|0|0|-|-|
24|0|23|2|4|Explosion Blade|0|56|1|1|1|0|127|155|45|0|0|110|380|98|48|7|0|0|0|0|0|1|0|0|0|-|-|
25|0|24|2|4|Daybreak|0|22|1|1|1|0|182|218|40|0|0|90|0|192|30|0|0|0|0|2|0|0|0|0|0|-|-|
26|0|25|2|4|Sword Dancer|0|56|1|1|1|0|109|136|40|0|0|90|0|136|57|9|0|0|0|0|0|1|0|0|0|-|-|
27|0|26|1|4|Flameberge|0|22|1|1|1|0|115|126|40|0|0|90|380|193|53|0|0|0|0|2|0|0|0|0|0|-|-|
28|0|27|1|4|Sword Breaker|0|22|1|1|1|0|91|99|35|0|0|90|380|53|176|0|0|0|0|2|0|0|0|0|0|-|-|
29|0|28|1|4|Rune Bastard Sword|0|56|1|1|1|0|98|122|45|0|0|90|380|91|73|17|0|0|0|0|0|1|0|0|0|-|-|
30|0|31|2|4|Rune Blade|0|56|1|1|1|0|104|130|35|0|0|93|0|135|62|9|0|0|0|0|0|1|0|0|0|-|-|
31|0|32|1|2|Sacred Glove|0|260|1|1|1|0|52|58|25|0|0|65|0|85|35|0|0|0|0|0|0|0|0|0|1|Vega|Chameren|
32|0|33|1|2|Storm Hard Claw|0|261|1|1|1|0|82|88|30|0|0|77|0|100|50|0|0|0|0|0|0|0|0|0|1|-|-|
33|0|34|1|2|Piercing Blade Glove|0|260|1|1|1|0|95|101|35|0|0|86|0|120|60|0|0|0|0|0|0|0|0|0|1|-|-|
34|1|0|1|3|Small Axe|0|0|1|1|1|0|1|6|20|0|0|18|0|50|0|0|0|0|1|1|1|1|1|1|1|-|-|
35|1|1|1|3|Hand Axe|0|0|1|1|1|0|4|9|30|0|0|20|0|70|0|0|0|0|1|1|1|1|1|1|1|-|-|
36|1|2|1|3|Double Axe|0|19|1|1|1|0|14|24|20|0|0|26|0|90|0|0|0|0|0|1|0|1|1|0|0|-|-|
37|1|3|1|3|Tomahawk|0|19|1|1|1|0|18|28|30|0|0|28|0|100|0|0|0|0|0|1|0|1|1|0|1|-|-|
38|1|4|1|3|Elven Axe|0|0|1|1|1|0|26|38|40|0|0|32|0|50|70|0|0|0|1|0|1|1|0|1|0|-|-|
39|1|5|2|3|Battle Axe|0|19|1|1|1|0|36|44|20|0|0|36|0|120|0|0|0|0|0|1|1|1|0|0|0|-|-|
40|1|6|2|3|Nikea Axe|0|19|1|1|1|0|38|50|30|0|0|44|0|130|0|0|0|0|0|1|1|1|0|0|0|-|-|
41|1|7|2|3|Larkan Axe|0|19|1|1|1|0|54|67|25|0|0|55|0|140|0|0|0|0|0|1|0|1|0|0|0|-|-|
42|1|8|2|3|Crescent Axe|0|19|1|1|1|0|69|89|30|0|0|65|0|100|40|0|0|0|1|1|0|1|0|0|0|-|-|
43|2|0|1|3|Mace|0|0|1|1|1|0|7|13|15|0|0|21|0|100|0|0|0|0|0|1|0|1|1|0|1|-|-|
